L, w_bar, strength, sigma_sq, anyons, N, p_failure 
40, 2.0, 1, 20, 15, 32, gauss, 0.1764
40, 9.5, 1, 18, 15, 32, gauss, 0.35655
40, 9.5, 1, 4, 15, 32, gauss, 0.3204
40, 3.5, 1, 14, 15, 32, gauss, 0.1941
40, 3.0, 1, 8, 15, 32, gauss, 0.1998
40, 7.5, 1, 15, 15, 32, gauss, 0.24595
40, 4.0, 1, 5, 15, 32, gauss, 0.20185
40, 7.5, 1, 18, 15, 32, gauss, 0.24955
40, 6.0, 1, 11, 15, 32, gauss, 0.199
40, 9.5, 1, 19, 15, 32, gauss, 0.3503
40, 6.5, 1, 4, 15, 32, gauss, 0.2062
40, 1.0, 1, 16, 15, 32, gauss, 0.20755
40, 2.5, 1, 10, 15, 32, gauss, 0.1963
40, 10.0, 1, 2, 15, 32, gauss, 0.333
40, 6.0, 1, 12, 15, 32, gauss, 0.1952
40, 7.0, 1, 17, 15, 32, gauss, 0.2267
40, 4.0, 1, 17, 15, 32, gauss, 0.1921
40, 2.0, 1, 1, 15, 32, gauss, 0.2102
40, 0.5, 1, 17, 15, 32, gauss, 0.203
40, 3.0, 1, 15, 15, 32, gauss, 0.1925
40, 10.0, 1, 18, 15, 32, gauss, 0.37145
40, 6.0, 1, 18, 15, 32, gauss, 0.19615
40, 1.0, 1, 17, 15, 32, gauss, 0.2081
40, 1.5, 1, 10, 15, 32, gauss, 0.2052
40, 0.0, 1, 20, 15, 32, gauss, 0.20175
40, 1.0, 1, 2, 15, 32, gauss, 0.20605
40, 7.0, 1, 16, 15, 32, gauss, 0.2061
40, 0.5, 1, 15, 15, 32, gauss, 0.19115
40, 2.5, 1, 2, 15, 32, gauss, 0.2107
40, 7.0, 1, 5, 15, 32, gauss, 0.2147
40, 10.0, 1, 9, 15, 32, gauss, 0.37395
40, 0.5, 1, 18, 15, 32, gauss, 0.2088
40, 3.5, 1, 19, 15, 32, gauss, 0.184
40, 0.0, 1, 4, 15, 32, gauss, 0.2064
40, 5.5, 1, 10, 15, 32, gauss, 0.1913
40, 8.5, 1, 14, 15, 32, gauss, 0.2922
40, 1.5, 1, 2, 15, 32, gauss, 0.2075
40, 8.5, 1, 4, 15, 32, gauss, 0.2728
40, 4.0, 1, 1, 15, 32, gauss, 0.2156
40, 5.0, 1, 11, 15, 32, gauss, 0.183
40, 1.0, 1, 11, 15, 32, gauss, 0.2134
40, 4.0, 1, 19, 15, 32, gauss, 0.1895
40, 5.0, 1, 5, 15, 32, gauss, 0.19495
40, 1.0, 1, 10, 15, 32, gauss, 0.2129
40, 8.0, 1, 15, 15, 32, gauss, 0.2496
40, 9.0, 1, 14, 15, 32, gauss, 0.30475
40, 9.5, 1, 3, 15, 32, gauss, 0.3055
40, 7.5, 1, 3, 15, 32, gauss, 0.2262
40, 5.0, 1, 8, 15, 32, gauss, 0.18935
40, 7.5, 1, 20, 15, 32, gauss, 0.2561
40, 5.5, 1, 19, 15, 32, gauss, 0.19225
40, 6.5, 1, 13, 15, 32, gauss, 0.2063
40, 8.5, 1, 16, 15, 32, gauss, 0.2941
40, 3.5, 1, 2, 15, 32, gauss, 0.2021
40, 10.0, 1, 15, 15, 32, gauss, 0.36445
40, 1.0, 1, 19, 15, 32, gauss, 0.18385
40, 4.5, 1, 11, 15, 32, gauss, 0.18495
40, 4.0, 1, 12, 15, 32, gauss, 0.19035
40, 8.5, 1, 9, 15, 32, gauss, 0.26065
40, 5.5, 1, 1, 15, 32, gauss, 0.21025
40, 5.5, 1, 7, 15, 32, gauss, 0.18395
